,Level,Offers Remote,Publish Time,Salary,Title,Close Time,State,Collaboration Type
3471,S,False,2020-08-10 11:47:01,12,برنامه‌نویس ReactJS,2020-08-26 13:56:36,C,FT
3472,S,True,2020-07-02 11:27:40,12,Senior Front-end Developer,2020-09-01 03:00:12,C,FT
3473,M,False,2020-06-15 17:46:38,8,برنامه‌نویس ارشد / مدیر فنی /FullStack,2020-08-15 03:00:09,C,FT
3475,J,True,2020-06-15 17:45:48,6,توسعه‌دهنده Front-end,2020-08-15 03:00:09,C,PR
3476,J,False,2020-06-15 17:45:35,4,برنامه‌نویس Back-End,2020-08-15 03:00:09,C,FT
3478,J,False,2020-06-15 17:45:13,4,برنامه‌نویس با تخصص React Native,2020-08-15 03:00:09,C,FT
3479,S,False,2020-06-15 17:44:54,8,کارشناس ارشد شبکه,2020-08-15 03:00:09,C,FT
3481,S,True,2020-07-30 15:26:49,12,Laravel Full Stack,2020-09-29 03:00:10,C,FT
3484,S,False,2020-09-13 14:06:22,12,Back-End Developer (.NET Core),2020-11-13 03:00:09,C,FT
3485,S,True,2020-08-31 10:51:07,8,Android developer,2020-10-31 03:00:10,C,FT
3490,S,True,2020-08-16 10:27:51,12,Net) Back-End Developer.),2020-09-28 23:38:14,C,FT
3491,S,True,2020-08-05 14:52:43,8,Net) Back-End Developer.),2020-08-15 20:14:25,C,FT
3493,S,True,2020-08-15 10:53:27,8,توسعه‌دهنده Backend,2020-10-15 03:00:09,C,PR
3494,S,False,2020-07-30 13:59:18,12,توسعه‌دهنده ارشد ++C,2020-09-29 03:00:10,C,FT
3496,S,True,2020-08-02 11:16:02,12,Senior Full Stack Web Developer,2020-08-15 11:10:02,C,FT
3498,S,False,2020-08-16 10:28:01,12,توسعه‌دهنده Back end,2020-10-16 03:00:09,C,FT
3500,S,False,2020-08-25 12:35:49,12,برنامه‌نویس (Front-end (ReactJS,2020-09-06 14:26:31,C,FT
3501,S,False,2021-01-22 13:06:06,12,مدیر محصول | product manager,2021-03-20 03:00:11,A,FT
3503,S,False,2020-08-25 12:34:08,12,Senior Full-Stack Python Developer,2020-10-25 03:00:09,C,FT
3505,S,False,2020-09-13 14:12:21,12,Front-end Developer (React.js),2020-11-13 03:00:09,C,FT
3507,I,False,2020-06-16 12:35:41,1,کارآموز React Native,2020-08-16 03:00:09,C,FT
3508,S,False,2020-09-20 17:16:09,12,برنامه‌نویس ارشد Back-end,2020-11-20 03:00:11,C,PR
3509,I,False,2020-06-16 12:20:47,1,کارآموزی Security,2020-08-16 03:00:09,C,FT
3511,S,True,2020-04-04 14:44:36,6,توسعه‌دهنده اندروید,2020-06-04 03:00:05,A,FT
3512,S,False,2020-06-16 12:03:34,12,Full Stack Developer JavaScript,2020-08-16 03:00:09,C,FT
3513,S,True,2020-06-16 10:19:18,8,توسعه‌دهنده Front-end,2020-08-16 03:00:09,C,FT
3514,J,True,2020-12-16 12:36:07,6,برنامه‌نویس وب Front-end,2021-01-02 19:56:41,C,FT
3517,J,False,2020-10-19 10:51:26,6,Web Developer,2020-12-03 00:34:12,C,FT
3519,J,True,2020-10-26 00:48:47,2,توسعه‌دهنده سایت,2020-12-25 03:00:11,C,PR
3521,J,True,2020-09-14 21:43:34,6,UX Designer,2020-11-14 03:00:09,C,PR
3522,S,False,2020-08-09 15:17:07,12,Node.js Developer,2020-10-09 03:00:09,A,FT
3524,S,False,2020-08-25 12:34:23,12,Senior Front-end Developer,2020-10-25 03:00:09,C,FT
3525,S,False,2020-08-26 13:59:12,12,برنامه‌نویس ReactJS,2020-10-26 03:00:20,C,FT
3526,J,False,2020-08-17 11:54:35,4,برنامه‌نویس NuxtJS,2020-10-17 03:00:09,C,FT
3527,S,False,2020-08-10 11:53:50,12,Front-end Developer (React),2020-10-10 03:00:10,C,FT
3528,J,False,2020-10-19 10:50:10,3,برنامه‌نویس (Back-End (.NET,2020-12-19 03:00:11,C,FT
3530,S,False,2020-12-19 10:58:10,12,مدیر محصول,2021-01-05 12:40:26,C,FT
3531,S,True,2020-08-26 13:57:28,8,توسعه‌دهنده Full stack,2020-10-26 03:00:20,C,FT
3533,S,True,2020-10-19 10:51:58,12,Full-Stack Developer (Laravel),2020-11-07 12:14:25,C,FT
3535,J,False,2020-09-14 22:22:03,4,UI/UX Designer,2020-11-14 03:00:09,C,FT
3539,S,False,2021-04-26 15:40:43,12,Technical Team Lead,2021-06-06 03:00:13,C,FT
3540,S,False,2020-09-13 14:16:08,8,برنامه‌نویس Front-end,2020-11-13 03:00:09,C,FT
3541,J,False,2020-09-14 22:30:00,6,برنامه‌نویس فرانت Front-end,2020-11-14 03:00:09,C,FT
3542,J,False,2020-08-09 15:17:20,12,برنامه‌نویس ASP.NET Core,2020-10-09 03:00:09,C,FT
3543,S,False,2020-09-14 22:10:52,12,توسعه‌دهنده ارشد Back-End) Java/JEE),2020-11-14 03:00:09,C,FT
3545,S,True,2020-09-14 22:09:44,12,React Native Developer,2020-11-14 03:00:09,C,FT
3546,S,False,2020-10-19 10:52:23,8,برنامه‌‌نویس ارشد وردپرس (آقا-اصفهان),2020-11-07 12:14:30,C,FT
3547,J,False,2020-08-09 15:15:09,6,توسعه‌دهنده FrontEnd,2020-10-09 03:00:09,C,FT
3548,J,False,2020-08-17 16:43:59,8,Front-end Developer,2020-10-17 03:00:09,C,FT
3549,J,False,2020-08-18 10:33:45,6,برنامه‌نویس MVC .NET,2020-10-18 03:00:10,C,FT
3551,J,False,2020-09-01 12:55:37,6,برنامه نوبس بک اند,2020-11-01 03:00:15,C,FT
3553,S,True,2020-09-14 20:44:32,12,مشاور امنیت OWASP,2020-11-14 03:00:09,C,PT
3554,S,True,2020-08-18 10:33:51,8,برنامه‌نویس React,2020-10-18 03:00:10,C,FT
3558,S,True,2020-09-20 09:38:50,12,برنامه‌نویس ارشد Front-end,2020-11-20 03:00:11,C,FT
3559,S,False,2020-09-05 16:26:53,12,متخصص هوش مصنوعی,2020-11-05 03:00:09,C,PT
3561,S,False,2021-04-26 15:40:02,8,Back-end Developer,2021-06-06 03:00:13,C,FT
3562,S,True,2020-03-31 13:39:27,8,توسعه‌دهنده‌ Front-end,2020-05-31 03:00:05,A,FT
3564,S,False,2020-08-26 13:58:56,12,برنامه‌نویس لاراول,2020-10-26 03:00:20,C,FT
3566,S,False,2021-04-26 15:38:29,8,UI Designer,2021-06-06 03:00:13,C,FT
3567,M,True,2020-08-18 12:43:12,12,توسعه‌دهنده Front-end,2020-10-18 03:00:10,C,FT
3568,S,False,2020-09-04 17:37:49,6,برنامه‌نویس اندروید و وب,2020-11-04 03:00:09,C,FT
3569,J,True,2020-09-01 12:54:28,4,توسعه‌دهنده React) Front-end),2020-11-01 03:00:15,C,PT
3570,J,False,2020-08-15 17:52:24,4,برنامه‌نویس ویندوز C#,2020-08-31 11:01:41,C,FT
3571,J,True,2020-10-06 10:50:50,4,توسعه‌دهنده Node.js (دورکاری),2020-12-06 03:00:11,C,PT
3573,J,False,2020-07-21 14:09:54,6,UI/UX Designer,2020-08-18 12:31:11,C,FT
3574,J,False,2020-07-22 10:57:27,3,JUNIOR ERP,2020-08-18 12:31:22,C,FT
3577,S,False,2020-10-19 11:04:23,12,توسعه‌دهنده Frontend,2020-12-19 03:00:11,C,FT
3578,J,False,2021-01-24 13:30:20,6,برنامه‌نویس C# (ترجیحا فول استک),2021-03-22 03:00:11,C,FT
3579,S,False,2020-07-06 11:12:26,8,توسعه‌دهنده ارشد ‌Back-End,2020-09-05 03:00:10,C,FT
3581,I,False,2020-10-20 14:28:54,3,کارآموز agile,2020-12-20 03:00:11,C,FT
3582,S,True,2020-09-19 09:29:53,8,Senior Laravel Developer,2020-11-19 03:00:11,C,FT
3585,S,True,2020-08-24 18:11:05,6,برنامه‌نویس Node.js,2020-09-16 13:01:05,C,PR
3587,S,False,2020-09-27 15:30:42,12,Full-Stack Developer (Laravel),2020-10-04 10:04:08,C,FT
3588,J,False,2020-06-28 11:57:04,6,برنامه‌نویس (Front-end (React Js,2020-08-28 03:00:10,C,FT
3589,S,False,2020-12-08 12:24:38,6,برنامه‌نویس پایتون,2021-02-07 03:00:11,C,FT
3591,S,False,2020-06-28 18:11:32,3,برنامه‌نویس ASP.NET,2020-08-28 03:00:10,C,FT
3593,S,False,2020-06-28 11:54:22,6,(Senior Back-End Developer(.NET,2020-08-28 03:00:10,C,FT
3595,J,False,2020-06-28 11:04:04,4,برنامه‌نویس ReactJs,2020-08-28 03:00:10,C,FT
3596,S,True,2020-06-28 10:35:35,12,برنامه‌نویس c# و C++,2020-08-28 03:00:10,C,FT
3599,S,False,2020-09-21 16:42:33,8,برنامه‌نویس Back-end,2020-11-21 03:00:11,C,FT
3600,J,True,2020-09-29 10:43:53,6,توسعه‌دهنده لینوکس ++C / و QT,2020-11-29 03:00:11,C,PT
3601,J,False,2020-12-29 17:23:58,6,برنامه‌نویس Back-end,2021-01-02 12:51:43,C,FT
3603,S,False,2020-06-29 15:18:07,6,اسکرام مستر,2020-08-29 03:00:11,C,FT
3604,S,False,2020-06-29 10:50:22,8,برنامه‌نویس PHP,2020-08-29 03:00:11,C,FT
3605,S,True,2020-06-29 10:24:16,6,برنامه‌نویس ++C/C و PLC,2020-08-29 03:00:11,C,PT
3607,S,False,2020-06-29 10:50:06,4,برنامه‌نویس Front-end,2020-08-29 03:00:11,C,FT
3609,S,False,2020-09-29 10:44:16,6,توسعه‌دهنده وب - ASP.NET MVC,2020-10-19 11:49:35,C,FT
3610,S,True,2020-08-09 15:13:39,8,توسعه‌دهنده Front-end - React,2020-10-09 03:00:09,C,FT
3611,S,False,2020-12-08 12:21:40,8,Full-Stack Developer,2021-02-07 03:00:11,C,FT
3612,S,False,2020-06-30 23:22:03,8,توسعه‌دهنده Back-End,2020-08-30 03:00:08,C,FT
3613,S,False,2020-06-30 23:21:25,8,توسعه‌دهنده Front-end,2020-08-30 03:00:08,C,FT
3615,S,False,2020-06-30 11:31:41,8,برنامه‌نویس ارشد NodeJs,2020-08-30 03:00:08,C,FT
3617,J,True,2020-11-11 16:17:05,4,Front End Developer (React JS),2021-01-11 03:20:14,C,FT
3619,S,False,2020-08-31 10:51:33,4,توسعه‌دهنده Front-end با Vue.js,2020-10-31 03:00:10,C,FT
3620,M,False,2020-09-29 15:16:36,12,مدیر فنی,2020-11-29 03:00:11,C,FT
3623,S,False,2020-07-01 15:27:21,12,توسعه‌دهنده React,2020-08-31 03:00:09,C,FT
3625,S,False,2020-07-01 15:27:02,8,Front-end Developer,2020-08-31 03:00:09,C,FT
3626,S,False,2020-07-01 11:25:40,8,برنامه‌نویس Backend (Node.js),2020-08-31 03:00:09,C,FT
3627,S,False,2020-07-01 11:25:32,12,کارشناس DevOps,2020-08-31 03:00:09,C,FT
3628,S,False,2020-07-01 11:25:25,12,Back-end Developer,2020-08-31 03:00:09,C,FT
3631,I,False,2020-09-06 18:24:03,1,کارآموز UI/UX,2020-11-06 03:00:10,C,PT
3635,J,False,2020-09-03 11:57:37,4,کارشناس زیرساخت شبکه,2020-11-03 03:00:09,C,FT
3637,J,False,2020-09-13 15:02:40,6,توسعه‌دهنده Back-end,2020-11-13 03:00:09,C,FT
3639,S,False,2020-07-20 16:26:58,6,برنامه‌نویس PHP,2020-09-19 03:00:10,C,FT
3640,S,False,2020-08-09 14:38:58,8,برنامه‌نویس PHP حرفه‌ای,2020-10-09 03:00:09,C,FT
3643,S,False,2020-07-20 16:26:20,6,طراح UX,2020-09-19 03:00:10,C,FT
3644,S,False,2020-07-20 16:26:05,8,برنامه‌نویس Back-end,2020-09-19 03:00:10,C,FT
3645,S,False,2020-09-29 10:58:02,12,توسعه‌دهنده ارشد ++C,2020-11-29 03:00:11,C,FT
3646,J,False,2020-08-31 13:58:50,6,توسعه‌دهنده بلاکچین,2020-09-26 09:06:44,C,FT
3647,J,False,2020-09-13 14:20:16,6,توسعه‌دهنده Front-end,2020-11-13 03:00:09,C,FT
3648,S,False,2020-09-15 13:39:26,12,برنامه‌نویس ارشد Back-End (Laravel),2020-09-24 12:31:04,C,FT
3649,S,True,2020-07-20 16:24:55,4,توسعه‌دهنده Front-end,2020-09-19 03:00:10,C,FT
3651,S,False,2020-07-14 12:29:16,4,طراح سایت و توسعه‌دهنده وردپرس,2020-09-13 03:00:09,C,FT
3652,S,False,2020-07-14 12:28:54,12,برنامه‌نویس PHP,2020-09-13 03:00:09,C,FT
3653,S,False,2020-09-26 17:06:30,12,برنامه‌نویس (Front-end (ReactJS,2020-10-04 10:34:54,C,FT
3655,S,True,2020-11-11 12:18:32,12,توسعه‌دهنده Front-end,2021-01-11 03:20:14,C,FT
3656,M,False,2020-11-11 12:17:05,12,مدیر ارشد فناوری (CTO),2021-01-11 03:20:14,C,FT
3657,S,False,2020-08-31 15:37:02,8,برنامه‌نویس ارشد Backend,2020-10-31 03:00:10,C,FT
3658,S,True,2020-07-20 16:22:34,12,Senior Software Engineer,2020-09-19 03:00:10,C,FT
3659,J,False,2020-07-20 16:21:19,6,برنامه‌نویس ActionScript,2020-09-19 03:00:10,C,FT
3660,S,True,2020-08-26 13:57:03,6,برنامه‌نویس React (کاملا دورکاری),2020-09-27 20:07:28,C,FT
3661,M,True,2020-07-02 11:27:28,12,Senior Technology Leader,2020-09-01 03:00:12,C,FT
3662,S,False,2020-12-08 12:21:16,12,Senior Back-end Developer,2021-02-07 03:00:11,C,FT
3664,J,False,2020-09-20 17:10:08,6,برنامه‌نویس React js,2020-11-20 03:00:11,C,FT
3666,S,False,2020-09-15 13:39:30,12,برنامه‌نویس ارشد (Front-end (React,2020-09-24 12:30:58,C,FT
3667,S,False,2021-04-26 12:31:08,12,توسعه‌دهنده C#,2021-06-06 03:00:13,C,FT
3668,S,False,2020-10-20 10:41:21,6,برنامه‌نویس جاوا,2020-12-20 03:00:11,C,FT
3669,S,True,2020-12-08 12:18:15,12,iOS Developer,2021-02-07 03:00:11,C,PT
3672,S,False,2020-09-15 13:40:47,8,توسعه‌دهنده Front-end,2020-11-15 03:00:10,C,FT
3675,J,False,2020-08-09 15:11:26,3,توسعه‌دهنده Laravel,2020-10-09 03:00:09,C,FT
3676,S,True,2021-03-22 23:18:16,3,طراح قالب مسلط به TPL,2021-05-06 03:00:12,C,FT
3678,S,False,2020-09-18 23:32:58,12,DevOps Engineer,2020-11-18 03:00:11,C,FT
3679,J,False,2020-09-18 23:29:45,8,برنامه‌نویس C++,2020-11-18 03:00:11,C,FT
3680,S,False,2020-11-14 09:29:22,8,توسعه‌دهندهFront-end,2021-01-14 03:00:10,C,FT
3684,S,False,2020-12-08 12:17:32,6,Front-end Developer ( Senior ),2021-02-07 03:00:11,C,FT
3689,J,True,2020-09-19 15:44:37,6,توسعه‌دهنده PHP,2020-11-19 03:00:11,C,FT
3692,J,False,2020-08-18 14:25:13,6,فرانت اند کار Reactjs,2020-09-02 07:02:41,C,FT
3693,J,True,2020-09-19 10:15:41,3,برنامه نویس Back_end,2020-11-19 03:00:11,C,PT
3694,S,False,2020-11-10 11:57:49,8,Back-end developer/ Senior,2021-01-10 03:00:11,C,FT
3697,J,False,2020-08-05 14:53:43,6,برنامه‌نویس ارشد NET.,2020-10-04 11:20:26,C,FT
3698,S,False,2020-08-09 15:16:18,3,طراح سایت ( وردپرس ),2020-10-04 11:20:17,C,FT
3699,J,True,2020-08-11 17:21:38,4,توسعه‌دهنده Backend,2020-09-19 15:46:29,C,PT
3702,J,False,2020-10-19 11:44:00,6,تحلیل‌گر داده,2020-12-19 03:00:11,C,FT
3705,S,False,2020-09-19 12:19:41,8,برنامه‌نویس ارشد Golang,2020-11-19 03:00:11,C,FT
3706,S,True,2020-12-06 13:34:25,4,توسعه‌دهنده Front-end,2021-02-05 03:00:10,C,FT
3708,S,False,2020-07-04 10:32:10,12,Senior Back-End Developer (C#),2020-09-03 03:00:10,C,FT
3709,S,False,2020-07-04 10:26:43,6,توسعه‌دهنده Full Stack با زبان PHP,2020-09-03 03:00:10,C,FT
3710,S,False,2020-07-04 10:31:54,8,برنامه‌نویس Django,2020-09-03 03:00:10,C,FT
3711,S,False,2020-07-04 10:31:40,8,متخصص پردازش تصویر با شبکه‌های عمیق,2020-09-03 03:00:10,C,FT
3719,S,False,2020-09-19 12:21:06,8,برنامه‌نویس ارشد Python,2020-11-19 03:00:11,C,FT
3720,J,False,2020-08-11 17:23:28,6,توسعه‌دهنده Backend,2020-09-19 15:46:39,C,FT
3721,J,False,2020-09-27 12:44:25,6,توسعه‌دهنده بک اند,2020-11-27 03:00:10,C,FT
3724,S,False,2020-09-10 09:57:48,8,توسعه‌دهنده واقعیت افزوده / AR,2020-11-10 03:00:10,C,PT
3725,J,False,2020-09-29 15:11:39,4,دیتاساینتیست,2020-10-10 10:56:27,C,FT
3726,J,False,2021-01-02 15:51:01,4,برنامه‌نویس وب,2021-03-04 03:00:11,C,FT
3727,S,False,2020-09-19 12:21:32,8,برنامه‌نویس ارشد PHP,2020-11-19 03:00:11,C,FT
3728,S,True,2020-09-04 17:40:08,8,مدیر پروژه نرم افزار,2020-09-28 23:38:09,C,FT
3730,S,False,2020-12-08 12:13:36,6,React Developer ( Front-end) senior,2021-02-07 03:00:11,C,FT
3732,S,False,2020-07-06 17:15:50,8,React js Developer,2020-09-05 03:00:10,C,FT
3733,S,False,2020-07-06 17:15:34,8,برنامه‌نویس جاوا,2020-09-05 03:00:10,C,FT
3734,S,False,2020-07-06 17:15:26,4,برنامه‌نویس c#,2020-09-05 03:00:10,C,FT
3735,S,False,2020-07-06 17:14:42,12,برنامه‌نویس Net Core.,2020-09-05 03:00:10,C,FT
3737,S,True,2021-04-26 10:52:35,12,Senior Reactjs Developer,2021-06-06 03:00:13,C,FT
3738,S,True,2020-09-15 15:18:41,12,Senior Frontend Developer,2020-09-19 05:34:34,C,FT
3739,J,True,2020-07-06 17:13:54,8,کارشناس تست نرم‌افزار (QA),2020-09-05 03:00:10,C,FT
3741,S,True,2021-04-26 10:52:14,12,Senior UIUX designer,2021-06-06 03:00:13,C,FT
3742,J,False,2020-11-28 10:39:11,8,توسعه‌دهنده Front-end وب (اصفهان),2021-01-24 09:35:05,C,FT
3743,S,True,2021-04-26 10:51:55,12,Senior Front-end Developer,2021-06-06 03:00:13,C,FT
3744,S,True,2020-12-03 13:56:19,6,توسعه‌دهنده Android,2021-02-02 03:00:11,C,PT
3745,S,False,2020-09-05 16:27:12,12,توسعه‌دهنده جاوا (Java),2020-11-05 03:00:09,C,FT
3747,J,False,2020-10-20 10:41:49,4,توسعه‌دهنده Front end,2020-12-20 03:00:11,C,FT
3748,S,False,2020-11-14 09:36:24,12,اپلیکیشن جمع آوری دیتا,2021-01-14 03:00:10,C,PR
3749,I,False,2020-08-17 13:34:55,1,کارآموز برنامه‌نویسی فرانت اند,2020-09-25 21:46:34,C,FT
3752,S,False,2021-01-25 14:15:49,12,توسعه‌دهنده Back-end,2021-03-23 03:00:11,C,FT
3753,S,False,2020-10-04 11:23:54,8,برنامه‌‌نویس ارشد وردپرس (آقا-اصفهان),2020-10-18 20:17:14,C,FT
3754,J,False,2021-04-26 10:51:18,6,توسعه‌دهنده Back-end,2021-06-06 03:00:13,C,FT
3756,J,False,2020-09-23 18:39:26,4,UI Designer,2020-11-23 03:00:11,C,FT
3757,S,True,2020-09-19 12:35:06,8,توسعه‌دهنده فرانت اند (Vue.js ),2020-11-19 03:00:11,C,FT
3758,S,True,2020-09-03 11:56:36,8,Senior Laravel Developer,2020-11-03 03:00:09,C,FT
3759,J,True,2020-07-27 10:52:50,4,توسعه‌دهنده Front-end,2020-09-26 03:00:10,C,FT
3760,S,True,2020-10-19 11:47:44,6,کارشناس تولید محتوا (مسلط به وردپرس),2020-11-23 11:37:55,C,FT
3761,J,False,2020-09-05 16:27:51,6,توسعه‌دهنده Front-end,2020-11-05 03:00:09,C,FT
3762,J,False,2020-10-19 11:48:24,8,کارشناس BI,2020-11-23 11:38:03,C,FT
3764,J,False,2020-10-04 10:40:52,6,برنامه‌نویس ActionScript,2020-12-04 03:00:11,C,FT
3766,J,False,2020-07-17 12:02:06,2,Node.js Developer,2020-09-05 18:27:46,C,FT
3768,S,True,2021-01-10 15:49:01,12,senior Software Developer,2021-03-12 10:50:48,C,FT
3769,J,True,2020-10-19 11:49:18,8,کارشناس DevOps,2020-11-23 11:38:16,C,FT
3772,S,False,2020-09-13 14:00:25,12,UX Designer,2020-11-13 03:00:09,C,FT
3776,S,False,2020-08-25 15:44:40,6,Scrum Master,2020-09-06 14:25:56,C,FT
3778,S,False,2020-08-25 12:35:11,12,برنامه‌نویس (Back-End (ASP.NET,2020-09-06 14:26:37,C,FT
3779,S,False,2020-09-06 18:12:04,12,برنامه‌نویس (Front-end (ReactJS,2020-09-21 14:56:51,C,FT
3781,I,False,2020-08-03 15:31:34,1,کار آموز Python,2020-09-06 17:10:27,C,PT
3785,S,False,2020-10-27 10:41:13,12,برنامه‌نویس (Back-End (ASP.NET,2020-11-28 11:05:00,C,FT
3787,S,True,2021-01-02 15:55:47,8,برنامه‌نویس Front-end,2021-03-05 03:00:10,C,FT
3791,S,True,2020-07-08 22:20:58,6,برنامه‌نویس ارشد ReactJs,2020-09-07 03:00:10,C,FT
3792,S,False,2020-07-08 17:35:04,6,طراح UI/UX,2020-09-07 03:00:10,C,FT
3793,J,False,2020-07-08 17:34:31,6,توسعه‌دهنده Front-end,2020-09-07 03:00:10,C,FT
3794,S,False,2020-07-08 17:34:18,12,Senior iOS Developer,2020-09-07 03:00:10,C,FT
3795,S,True,2020-07-08 17:32:05,2,کارشناس گرافیک,2020-09-07 03:00:10,C,FT
3796,J,True,2020-07-08 17:31:17,3,توسعه‌دهنده وردپرس,2020-09-07 03:00:10,C,PR
3797,S,False,2020-07-04 10:31:47,12,iOS Developer,2020-09-07 03:00:10,C,FT
3799,S,True,2021-01-02 15:24:22,12,Senior Front-end Developer,2021-03-04 03:00:11,C,FT
3800,S,True,2021-01-25 13:59:47,12,برنامه‌نویس جاوا,2021-03-23 03:00:11,C,FT
3801,S,False,2020-08-15 15:13:25,12,Senior Java Developer,2020-09-07 09:27:59,C,FT
3802,J,True,2020-10-24 09:58:33,6,Full-Stack Developer (Laravel),2020-12-24 03:00:11,C,FT
3803,J,False,2020-07-22 17:34:56,6,برنامه‌نویس پایتون,2020-09-21 03:00:10,C,PT
3804,J,False,2021-01-09 10:26:33,8,طراح الگوریتم معاملاتی,2021-03-12 10:50:48,C,FT
3805,J,False,2020-09-08 11:46:31,8,برنامه‌نویس پایتون (Python),2020-11-08 03:00:10,C,FT
3810,S,True,2021-01-25 13:57:48,12,React Native Developer,2021-03-23 03:00:11,C,FT
3812,S,False,2020-10-24 10:10:35,12,Senior Full-Stack Java Developer,2020-12-24 03:00:11,C,FT
3813,S,True,2021-06-06 11:59:23,12,Senior Back-end Developer (Scala),,PB,FT
3816,S,False,2021-01-25 12:01:23,6,برنامه‌نویس Front-end,2021-03-23 03:00:11,C,FT
3818,S,True,2020-09-07 14:58:47,6,برنامه‌نویس ارشد لاراول,2020-11-07 03:00:10,C,FT
3820,S,False,2020-09-22 16:52:11,8,طراح UI/UX,2020-11-22 03:00:11,C,FT
3821,S,True,2021-01-25 11:57:17,12,Product Owner- مالک محصول,2021-03-23 03:00:11,C,FT
3822,S,False,2020-09-26 11:24:41,3,توسعه‌دهنده back End,2020-09-28 16:41:04,C,PT
3823,S,False,2020-11-10 10:40:46,8,Senior Back-End Developer (Django),2020-11-26 09:57:32,C,FT
3824,J,False,2020-11-29 10:30:24,6,ITS Operation Engineer,2021-01-29 03:00:10,C,FT
3825,S,False,2020-09-07 17:00:36,8,UI/UX Designer,2020-11-07 03:00:10,C,FT
3829,S,True,2020-11-21 10:58:33,12,برنامه‌نویس Node.js,2021-01-21 03:00:11,C,FT
3833,J,True,2020-08-23 13:32:05,3,کارشناس و یا کارآموز هوش مصنوعی,2020-09-21 22:14:09,C,PT
3834,S,False,2020-09-13 14:17:53,8,برنامه‌نویس PHP,2020-11-13 03:00:09,C,FT
3835,M,True,2020-12-06 16:47:12,8,مدیر فنی,2021-02-05 03:00:10,C,FT
3837,S,True,2020-09-08 11:48:43,12,Front-end Developer,2020-11-08 03:00:10,C,FT
3840,J,True,2020-12-16 12:26:37,6,کارشناس پایگاه داده,2020-12-28 08:43:30,C,FT
3841,S,True,2020-09-23 10:47:49,12,برنامه‌نویس React Native,2020-11-23 03:00:11,C,FT
3846,J,False,2021-01-25 11:25:19,4,توسعه‌دهنده Front-end (آقا),2021-03-23 03:00:11,C,PT
3865,S,False,2020-12-07 15:12:01,6,برنامه‌نویس موبایل - Flutter,2021-02-06 03:00:10,C,FT
3866,S,False,2020-09-20 09:38:06,8,Front-end Developer,2020-11-20 03:00:11,C,FT
3867,S,False,2020-08-18 10:33:59,12,برنامه‌نویس C# سی شارپ,2020-09-20 13:43:57,C,FT
3870,S,False,2020-09-20 13:55:46,8,توسعه‌دهنده Back-end,2020-10-20 14:11:25,C,FT
3872,J,True,2020-10-24 10:14:06,3,توسعه‌دهنده وب,2020-12-24 03:00:11,C,FT
3874,S,True,2021-03-22 23:19:21,4,برنامه‌نویس لاراول,2021-05-06 03:00:12,C,PR
3876,S,True,2020-09-20 15:58:10,12,طراح رابط کاربری UI/UX,2020-11-20 03:00:11,C,PR
3877,S,False,2020-09-29 17:41:58,8,کارشناس فنی پشتیبانی سیستم,2020-11-29 03:00:11,C,FT
3879,S,True,2021-06-06 11:59:40,12,Full-Stack Web Developer,,PB,FT
3881,S,True,2020-07-22 10:57:47,8,Data Scientist,2020-09-21 03:00:10,C,FT
3882,S,False,2021-04-18 20:07:37,8,برنامه‌نویس لاراول,2021-05-29 03:00:11,C,FT
3883,S,False,2020-10-20 14:33:57,6,توسعه‌دهنده Flutter,2020-10-28 10:20:51,C,FT
3884,S,False,2021-06-06 12:00:05,6,Back-end Developer,,PB,PT
3885,S,False,2020-10-26 13:28:39,12,برنامه‌نویس (Front-end (ReactJS,2020-10-27 19:58:52,C,FT
3886,S,False,2020-09-30 10:07:11,8,توسعه‌دهنده Front-end,2020-11-30 03:00:11,C,FT
3887,S,True,2020-10-24 10:17:08,6,توسعه‌دهنده (Front End (Vue.js,2020-12-12 09:52:57,C,FT
3888,S,False,2020-10-20 16:08:08,12,برنامه‌نویس (Front-end (ReactJS,2020-10-26 09:30:54,C,FT
3889,S,True,2021-05-20 12:09:41,12,برنامه‌نویس ارشد PHP(WordPress),,PB,FT
3892,J,False,2020-09-29 17:42:37,4,گرافیست UI/UX کار,2020-11-29 03:00:11,C,FT
3894,J,False,2020-12-07 15:12:59,4,توسعه‌دهنده Front-end - Angular,2021-02-06 03:00:10,C,FT
3898,S,False,2020-11-23 10:51:56,6,توسعه‌دهنده Front-end (Vue.js),2020-12-06 14:20:47,C,FT
3904,J,False,2020-11-29 13:02:47,6,توسعه‌دهنده iOS,2021-01-03 11:30:50,A,FT
3905,M,False,2020-10-04 13:07:59,12,مدیر فنی (CTO),2020-12-04 03:00:11,C,FT
3907,I,False,2020-10-31 00:01:47,4,کار اموز برنامه نویسی (مهندسی نرم‌افزار),2020-12-30 03:00:10,C,FT
3908,J,False,2020-12-12 11:54:35,4,برنامه‌نویس PHP - Laravel,2021-02-11 03:00:11,C,FT
3910,S,True,2021-05-23 16:43:20,12,Back-end Developer (Python & Django),,PB,FT
3913,S,False,2020-11-02 11:32:44,8,UI Designer,2021-01-02 03:10:30,C,FT
3916,J,True,2020-09-28 17:10:52,1,طراحی پنل مدیریت درگاه خرید اینترنتی,2020-11-28 03:00:10,C,PR
3917,S,False,2020-10-31 00:02:40,8,Senior PHP Developer,2020-12-03 10:17:50,C,FT
3919,I,False,2021-04-07 10:02:38,1,کار آموز Front-end,2021-05-19 03:00:11,C,FT
